a,b,aw,bw,dr
Androsphinx,Adult Silver Dragon,1,8,0
Androsphinx,Star Spawn Larva Mage,9,0,0
Androsphinx,Githzerai Anarch,9,0,0
Androsphinx,Steel Predator,9,0,0
Androsphinx,Phoenix,1,8,0
Androsphinx,Marilith,4,5,0
Androsphinx,Storm Giant Quintessent,0,9,0
Androsphinx,Blue Abishai,8,1,0
Androsphinx,Death Knight,1,8,0
Androsphinx,Dragon Turtle,9,0,0
Androsphinx,Goristro,9,0,0
Androsphinx,Adult Blue Dracolich,0,9,0
Androsphinx,Planetar,2,7,0
Ancient White Dragon,Geryon,0,9,0
Androsphinx,Drow Favored Consort,8,1,0
Androsphinx,Adult Gold Dragon,0,9,0
Androsphinx,Nagpa,8,1,0
Androsphinx,Red Abishai,7,2,0
Androsphinx,Drow Matron Mother,2,7,0
Androsphinx,Vampire Warrior,9,0,0
Androsphinx,Bael,0,9,0
Annis Hag,Swarm of Cranium Rats,9,0,0
Annis Hag,Tanarukk,9,0,0
Androsphinx,Titivilus,0,9,0
Androsphinx,Sibriex,0,9,0
Androsphinx,Leviathan,0,9,0
Androsphinx,Balor,3,6,0
Annis Hag,Tlincalli,6,3,0
Androsphinx,Ancient Brass Dragon,0,9,0
Annis Hag,Troll,7,2,0
Annis Hag,Vampire Spawn,1,8,0
Annis Hag,Transmuter Wizard,5,4,0
Androsphinx,Demilich,5,4,0
Annis Hag,Umber Hulk,3,6,0
Annis Hag,Wraith,9,0,0
Annis Hag,Triceratops,7,2,0
Annis Hag,Werebear,6,3,0
Annis Hag,Water Elemental,5,4,0
Annis Hag,Unicorn,9,0,0
Annis Hag,Young Remorhaz,9,0,0
Annis Hag,Wood Woad,1,8,0
Annis Hag,Xorn,2,7,0
Annis Hag,Chasme,8,1,0
Annis Hag,Conjurer Wizard,9,0,0
Annis Hag,Drider,0,9,0
Annis Hag,Duergar Warlord,8,1,0
Annis Hag,Chimera,7,2,0
Annis Hag,Galeb Duhr,8,1,0
Annis Hag,Yuan-ti Pit Master,7,2,0
Annis Hag,Cyclops,7,2,0
Annis Hag,Bodak,8,1,0
Annis Hag,Invisible Stalker,5,4,0
Annis Hag,Hobgoblin Warlord,6,3,0
Annis Hag,Gauth,5,4,0
Annis Hag,Githzerai Zerth,6,3,0
Apprentice Wizard,Monodrone,9,0,0
Apprentice Wizard,Mastiff,8,1,0
Apprentice Wizard,Merfolk,9,0,0
Annis Hag,Kuo-toa Archpriest,9,0,0
Apprentice Wizard,Mule,5,4,0
Apprentice Wizard,Neogi Hatchling,9,0,0
Apprentice Wizard,Poisonous Snake,9,0,0
Apprentice Wizard,Noble,7,2,0
Annis Hag,Mage,9,0,0
Apprentice Wizard,Pony,5,4,0
Apprentice Wizard,Stirge,9,0,0
Apprentice Wizard,Twig Blight,9,0,0
Apprentice Wizard,Tribal Warrior,4,5,0
Apprentice Wizard,Slaad Tadpole,5,4,0
Apprentice Wizard,Young Kruthik,5,4,0
Annis Hag,Mammoth,7,2,0
Apprentice Wizard,Xvart,5,4,0
Annis Hag,Medusa,6,3,0
Apprentice Wizard,Blink Dog,5,4,0
Apprentice Wizard,Boar,6,3,0
Apprentice Wizard,Axe Beak,5,4,0
Apprentice Wizard,Bullywug,5,4,0
Apprentice Wizard,Aarakocra,6,3,0
Apprentice Wizard,Acolyte,9,0,0
Apprentice Wizard,Deep Rothé,3,6,0
Apprentice Wizard,Derro,7,2,0
Apprentice Wizard,Constrictor Snake,1,8,0
Apprentice Wizard,Dimetrodon,0,9,0
Apprentice Wizard,Duodrone,3,6,0
Apprentice Wizard,Dretch,4,5,0
Apprentice Wizard,Draft Horse,2,7,0
Apprentice Wizard,Drow,6,3,0
Apprentice Wizard,Giant Badger,2,7,0
Apprentice Wizard,Flying Sword,1,8,0
Apprentice Wizard,Elk,3,6,0
Arcanaloth,Drow Shadowblade,8,1,0
Apprentice Wizard,Giant Bat,1,8,0
Arcanaloth,Dao,9,0,0
Arcanaloth,Hungry Sorrowsworn,9,0,0
Arcanaloth,Behir,9,0,0
Arcanaloth,Efreeti,9,0,0
Arcanaloth,Gynosphinx,9,0,0
Arcanaloth,Cloud Giant Smiling One,9,0,0
Arcanaloth,Morkoth,9,0,0
Arcanaloth,Remorhaz,9,0,0
Arcanaloth,Spirit Troll,7,2,0
Arcanaloth,Djinni,9,0,0
Arcanaloth,Roc,9,0,0
Arcanaloth,Archdruid,9,0,0
Arcanaloth,Shadar-kai Soul Monger,8,1,0
Arcanaloth,Boneclaw,9,0,0
Arcanaloth,Duergar Despot,9,0,0
Arcanaloth,Eidolon,9,0,0
Arcanaloth,Marid,9,0,0
Arcanaloth,Githyanki Kith'rak,8,1,0
Arcanaloth,Frost Giant Everlasting One,9,0,0
Arcanaloth,Gray Render,9,0,0
Arcanaloth,Warlord,9,0,0
Arcanaloth,Horned Devil,8,1,0
Arcanaloth,Angry Sorrowsworn,9,0,0
Arcanaloth,Oinoloth,8,1,0
Arcanaloth,Erinyes,9,0,0
Archmage,Drow Shadowblade,2,7,0
Arcanaloth,Archmage,7,2,0
Arcanaloth,Ki-rin,0,9,0
Archmage,Dao,3,6,0
Archmage,Efreeti,9,0,0
Archmage,Gynosphinx,9,0,0
Archmage,Hungry Sorrowsworn,6,3,0
Archmage,Djinni,9,0,0
Archmage,Morkoth,9,0,0
Archmage,Remorhaz,5,4,0
Arcanaloth,Adult Brass Dragon,4,5,0
Arcanaloth,Yuan-ti Anathema,9,0,0
Archmage,Archdruid,9,0,0
Archmage,Spirit Troll,3,6,0
Archmage,Horned Devil,6,3,0
Archmage,Marid,3,6,0
Archmage,Shadar-kai Soul Monger,2,7,0
Arcanaloth,Yagnoloth,9,0,0
Archmage,Duergar Despot,9,0,0
Archmage,Frost Giant Everlasting One,7,2,0
Archmage,Boneclaw,6,3,0
Archmage,Roc,1,8,0
Archmage,Eidolon,9,0,0
Archmage,Gray Render,6,3,0
Archmage,Githyanki Kith'rak,3,6,0
Archmage,Erinyes,6,3,0
Archmage,Angry Sorrowsworn,6,3,0
Archmage,Warlord,1,8,0
Archmage,Beholder,7,2,0
Archmage,Oinoloth,8,1,0
Archmage,Devourer,4,5,0
Archmage,Ki-rin,0,9,0
Archmage,Adult Brass Dragon,0,9,0
Autumn Eladrin,Glabrezu,2,7,0
Autumn Eladrin,Gray Slaad,9,0,0
Autumn Eladrin,Frost Salamander,5,4,0
Autumn Eladrin,Necromancer Wizard,9,0,0
Autumn Eladrin,Lonely Sorrowsworn,9,0,0
Autumn Eladrin,Nycaloth,9,0,0
Autumn Eladrin,Shadar-kai Gloom Weaver,9,0,0
Autumn Eladrin,Hydroloth,9,0,0
Autumn Eladrin,Rot Troll,7,2,0
Autumn Eladrin,Treant,8,1,0
Autumn Eladrin,War Priest,6,3,0
Autumn Eladrin,Death Kiss,8,1,0
Archmage,Yuan-ti Anathema,8,1,0
Autumn Eladrin,Ulitharid,1,8,0
Autumn Eladrin,Young Blue Dragon,4,5,0
Archmage,Yagnoloth,5,4,0
Autumn Eladrin,Young Silver Dragon,5,4,0
Autumn Eladrin,Death Slaad,9,0,0
Autumn Eladrin,Froghemoth,2,7,0
Autumn Eladrin,Orthon,2,7,0
Autumn Eladrin,Githzerai Enlightened,3,6,0
Autumn Eladrin,Githyanki Gish,8,1,0
Autumn Eladrin,Guardian Naga,4,5,0
Autumn Eladrin,Deva,1,8,0
Autumn Eladrin,Elder Oblex,8,1,0
Autumn Eladrin,Spring Eladrin,9,0,0
Autumn Eladrin,Star Spawn Hulk,9,0,0
Babau,Slithering Tracker,9,0,0
Autumn Eladrin,Summer Eladrin,4,5,0
Autumn Eladrin,Stone Golem,0,9,0
Autumn Eladrin,Yochlol,9,0,0
Babau,Spectator,6,3,0
Babau,Vampiric Mist,9,0,0
Babau,Sword Wraith Warrior,5,4,0
Babau,Swashbuckler,5,4,0
Babau,Trapper,9,0,0
Autumn Eladrin,Stone Giant Dreamwalker,4,5,0
Babau,Shadow Mastiff Alpha,8,1,0
Babau,Water Weird,8,1,0
Babau,Werewolf,9,0,0
Babau,Veteran,6,3,0
Autumn Eladrin,Winter Eladrin,6,3,0
Babau,Wight,0,9,0
Babau,Winter Wolf,8,1,0
Babau,Black Pudding,0,9,0
Babau,Banshee,0,9,0
Babau,Yuan-ti Malison (Type 2),0,9,0
Babau,Chuul,5,4,0
Babau,Barghest,1,8,0
Babau,Yuan-ti Malison (Type 1),0,9,0
Babau,Yeti,1,8,0
Babau,Yuan-ti Malison (Type 3),0,9,0
Babau,Clockwork Iron Cobra,8,1,0
Babau,Clockwork Stone Defender,7,2,0
Babau,Dybbuk,5,4,0
Babau,Deathlock,5,4,0
Babau,Couatl,0,9,0
Babau,Elephant,7,2,0
Babau,Bone Naga (Guardian),6,3,0
Babau,Ettin,7,2,0
Bael,Storm Giant Quintessent,0,9,0
Babau,Ghost,1,8,0
Babau,Girallon,4,5,0
Babau,Flameskull,6,3,0
Bael,Adult Blue Dracolich,9,0,0
Babau,Bone Naga (Spirit),9,0,0
Bael,Adult Gold Dragon,9,0,0
Bael,Goristro,9,0,0
Bael,Steel Predator,9,0,0
Bael,Dragon Turtle,9,0,0
Bael,Balor,9,0,0
Bael,Drow Favored Consort,9,0,0
Bael,Death Knight,9,0,0
Bael,Titivilus,9,0,0
Bael,Nagpa,9,0,0
Bael,Demilich,4,5,0
Bael,Leviathan,1,8,0
Bael,Red Abishai,9,0,0
Bael,Ancient Brass Dragon,9,0,0
Bael,Drow Matron Mother,9,0,0
Bael,Sibriex,9,0,0
Bael,Pit Fiend,7,2,0
Bael,Nightwalker,9,0,0
Bael,Ancient Black Dragon,9,0,0
Bael,Ancient Copper Dragon,9,0,0
Bael,Astral Dreadnought,7,2,0
Balor,Storm Giant Quintessent,4,5,0
Bael,Molydeus,0,9,0
Balor,Adult Blue Dracolich,9,0,0
Balor,Adult Gold Dragon,9,0,0
Bael,Moloch,9,0,0
Balor,Blue Abishai,9,0,0
Balor,Titivilus,0,9,0
Bael,Lich,9,0,0
Balor,Demilich,6,3,0
Balor,Goristro,9,0,0
Balor,Drow Favored Consort,9,0,0
Balor,Dragon Turtle,3,6,0
Bael,Solar,0,9,0
Bael,Hutijin,9,0,0
Balor,Leviathan,0,9,0
Balor,Death Knight,6,3,0
Balor,Ancient Brass Dragon,8,1,0
Balor,Sibriex,5,4,0
Balor,Red Abishai,8,1,0
Balor,Nagpa,4,5,0
Balor,Drow Matron Mother,7,2,0
Balor,Ancient Black Dragon,0,9,0
Balor,Ancient Copper Dragon,5,4,0
Balor,Astral Dreadnought,0,9,0
Balor,Lich,3,6,0
Balor,Nightwalker,0,9,0
Balor,Molydeus,0,9,0
Banshee,Spectator,9,0,0
Balor,Pit Fiend,1,8,0
Banshee,Slithering Tracker,9,0,0
Balor,Ancient Bronze Dragon,0,9,0
Banshee,Swashbuckler,6,3,0
Banshee,Sword Wraith Warrior,5,4,0
Banshee,Vampiric Mist,9,0,0
Banshee,Trapper,9,0,0
Balor,Moloch,7,2,0
Banshee,Water Weird,9,0,0
Banshee,Veteran,5,4,0
Banshee,Werewolf,9,0,0
Bael,Blue Abishai,1,8,0
Banshee,Wight,6,3,0
Banshee,Yuan-ti Malison (Type 2),9,0,0
Banshee,Yuan-ti Malison (Type 1),9,0,0
Balor,Solar,5,4,0
Banshee,Winter Wolf,8,1,0
Banshee,Yeti,9,0,0
Banshee,Yuan-ti Malison (Type 3),9,0,0
Banshee,Black Pudding,8,1,0
Banshee,Bone Naga (Guardian),9,0,0
Banshee,Bone Naga (Spirit),9,0,0
Banshee,Chuul,8,1,0
Banshee,Barghest,6,3,0
Banshee,Clockwork Stone Defender,7,2,0
Banshee,Deathlock,9,0,0
Banshee,Dybbuk,9,0,0
Banshee,Clockwork Iron Cobra,9,0,0
Banshee,Couatl,0,9,0
Banshee,Ettin,6,3,0
Banshee,Elephant,7,2,0
Banshee,Flameskull,7,2,0
Balor,Hutijin,9,0,0
Bard,Stone Cursed,2,7,0
Bard,Spy,9,0,0
Banshee,Gnoll Fang of Yeenoghu,4,5,0
Banshee,Girallon,6,3,0
Bard,Swarm of Quippers,0,9,0
Bard,Thorny Vegepygmy,0,9,0
Bard,Thri-kreen,5,4,0
Bard,Xvart Warlock of Raxivort,7,2,0
Bard,Vargouille,5,4,0
Bard,Adult Kruthik,1,8,0
Bard,Ankheg,4,5,0
Bard,Tiger,7,2,0
Bard,Yuan-ti Pureblood,6,3,0
Bard,Azer,2,7,0
Bard,Awakened Tree,0,9,0
Bard,Aurochs,1,8,0
Bard,Berbalang,2,7,0
Bard,Bandit Captain,0,9,0
Bard,Berserker,4,5,0
Bard,Carrion Crawler,0,9,0
Bard,Allosaurus,2,7,0
Bard,Black Dragon Wyrmling,3,6,0
Bard,Bronze Dragon Wyrmling,4,5,0
Bard,Cave Bear,2,7,0
Bard,Centaur,2,7,0
Bard,Darkling Elder,0,9,0
Bard,Duergar Hammerer,0,9,0
Bard,Duergar Kavalrachni,4,5,0
Bard,Cult Fanatic,5,4,0
Bard,Duergar Stone Guard,1,8,0
Bard,Druid,9,0,0
Banshee,Ghost,9,0,0
Bard,Duergar Xarrorn,8,1,0
Bard,Ettercap,4,5,0
Bard,Duergar Mind Master,3,6,0
Basilisk,Sahuagin Priestess,7,2,0
Basilisk,Saber-Toothed Tiger,3,6,0
Basilisk,Swarm of Poisonous Snakes,0,9,0
Basilisk,Shadow Mastiff,7,2,0
Basilisk,Spined Devil,6,3,0
Basilisk,Silver Dragon Wyrmling,4,5,0
Basilisk,Sea Hag,8,1,0
Basilisk,Tortle Druid,6,3,0
Basilisk,Rutterkin,7,2,0
Basilisk,Wererat,9,0,0
Basilisk,White Dragon Wyrmling,8,1,0
Basilisk,Vegepygmy Chief,2,7,0
Basilisk,Yuan-ti Broodguard,7,2,0
Basilisk,Ankylosaurus,6,3,0
Basilisk,Archer,3,6,0
Basilisk,Will-o'-Wisp,0,9,0
Basilisk,Blue Dragon Wyrmling,7,2,0
Basilisk,Cave Fisher,5,4,0
Basilisk,Bugbear Chief,7,2,0
Basilisk,Bearded Devil,7,2,0
Basilisk,Deep Scion,2,7,0
Basilisk,Dolphin Delighter,7,2,0
Basilisk,Derro Savant,9,0,0
Basilisk,Choldrith,7,2,0
Basilisk,Bulezau,7,2,0
Basilisk,Displacer Beast,4,5,0
Basilisk,Deathlock Wight,5,4,0
Basilisk,Doppelganger,8,1,0
Behir,Githzerai Enlightened,2,7,0
Basilisk,Giff,4,5,0
Basilisk,Giant Scorpion,4,5,0
Basilisk,Flail Snail,1,8,0
Behir,Githyanki Gish,7,2,0
Behir,Guardian Naga,0,9,0
Basilisk,Duergar Screamer,4,5,0
Behir,Froghemoth,1,8,0
Behir,Orthon,5,4,0
Behir,Summer Eladrin,3,6,0
Behir,Spring Eladrin,4,5,0
Behir,Star Spawn Hulk,0,9,0
Behir,Stone Golem,1,8,0
Behir,Young Gold Dragon,3,6,0
Behir,Winter Eladrin,8,1,0
Behir,Stone Giant Dreamwalker,2,7,0
Behir,Cloud Giant Smiling One,2,7,0
Behir,Yochlol,8,1,0
Behir,Balhannoth,8,1,0
Behir,Young Red Dragon,3,6,0
Behir,Alkilith,0,9,0
Behir,Drow Shadowblade,1,8,0
Behir,Dao,3,6,0
Behir,Hungry Sorrowsworn,2,7,0
Behir,Gynosphinx,0,9,0
Behir,Morkoth,2,7,0
Behir,Remorhaz,2,7,0
Behir,Marid,1,8,0
Behir,Spirit Troll,0,9,0
Behir,Roc,2,7,0
Behir,Shadar-kai Soul Monger,4,5,0
Behir,Yagnoloth,0,9,0
Bheur Hag,Invisible Stalker,0,9,0
Bheur Hag,Kuo-toa Archpriest,7,2,0
Bheur Hag,Githzerai Zerth,7,2,0
Bheur Hag,Mage,2,7,0
Bheur Hag,Hobgoblin Warlord,8,1,0
Bheur Hag,Mammoth,6,3,0
Bheur Hag,Medusa,4,5,0
Bheur Hag,Warlock of the Great Old One,8,1,0
Bheur Hag,Mouth of Grolantor,8,1,0
Behir,Efreeti,0,9,0
Bheur Hag,Vrock,2,7,0
Behir,Djinni,7,2,0
Bheur Hag,Wyvern,8,1,0
Bheur Hag,White Abishai,0,9,0
Bheur Hag,Young Brass Dragon,7,2,0
Bheur Hag,Young White Dragon,0,9,0
Bheur Hag,Air Elemental Myrmidon,8,1,0
Bheur Hag,Black Abishai,1,8,0
Bheur Hag,Drow Mage,9,0,0
Bheur Hag,Draegloth,7,2,0
Bheur Hag,Dhergoloth,9,0,0
Bheur Hag,Armanite,8,1,0
Bheur Hag,Korred,4,5,0
Bheur Hag,Earth Elemental Myrmidon,7,2,0
Bheur Hag,Fire Elemental Myrmidon,8,1,0
Bheur Hag,Giant Ape,6,3,0
Bheur Hag,Grick Alpha,8,1,0
Bheur Hag,Lost Sorrowsworn,9,0,0
Blackguard,Grick Alpha,7,2,0
Bheur Hag,Mind Flayer,2,7,0
Bheur Hag,Maurezhi,4,5,0
Bheur Hag,Shadar-kai Shadow Dancer,8,1,0
Blackguard,Korred,7,2,0
Blackguard,Lost Sorrowsworn,8,1,0
Blackguard,Maurezhi,8,1,0
Blackguard,Shadar-kai Shadow Dancer,8,1,0
Blackguard,Mind Flayer,0,9,0
Blackguard,Oni,5,4,0
Blackguard,Shield Guardian,7,2,0
Blackguard,Stone Giant,5,4,0
Blackguard,Venom Troll,7,2,0
Blackguard,Water Elemental Myrmidon,5,4,0
Blackguard,Warlock of the Fiend,6,3,0
Blackguard,Young Black Dragon,8,1,0
Blackguard,Young Copper Dragon,9,0,0
Blackguard,Assassin,7,2,0
Blackguard,Canoloth,6,3,0
Blackguard,Chain Devil,8,1,0
Bheur Hag,Oni,5,4,0
Blackguard,Cloaker,9,0,0
Blackguard,Corpse Flower,7,2,0
Blackguard,Diviner Wizard,9,0,0
Blackguard,Deathlock Mastermind,9,0,0
Blackguard,Drow Priestess of Lolth,9,0,0
Blackguard,Yuan-ti Abomination,4,5,0
Blackguard,Frost Giant,7,2,0
Blackguard,Githyanki Knight,4,5,0
Blackguard,Fomorian,9,0,0
Blackguard,Hezrou,7,2,0
Blackguard,Howler,6,3,0
Blackguard,Hydra,2,7,0
Blackguard,Green Slaad,8,1,0
Blackguard,Shoosuva,9,0,0
Bodak,Tlincalli,2,7,0
Blackguard,Mind Flayer Arcanist,1,8,0
Bodak,Transmuter Wizard,2,7,0
Bodak,Tanarukk,4,5,0
Behir,Horned Devil,0,9,0
Bodak,Triceratops,2,7,0
Bodak,Unicorn,2,7,0
Bodak,Troll,0,9,0
Bodak,Umber Hulk,3,6,0
Bodak,Wood Woad,0,9,0
Bodak,Water Elemental,3,6,0
Bodak,Xorn,2,7,0
Bodak,Vampire Spawn,0,9,0
Bheur Hag,Blue Slaad,1,8,0
Bodak,Young Remorhaz,6,3,0
Bodak,Werebear,5,4,0
Bodak,Conjurer Wizard,8,1,0
Bodak,Cyclops,1,8,0
Bodak,Drider,0,9,0
Bodak,Chimera,2,7,0
Bodak,Chasme,7,2,0
Bheur Hag,Shield Guardian,8,1,0
Bodak,Githzerai Zerth,1,8,0
Bodak,Gauth,0,9,0
Bodak,Yuan-ti Pit Master,7,2,0
Bodak,Galeb Duhr,5,4,0
Bodak,Mage,9,0,0
Bodak,Duergar Warlord,8,1,0
Bodak,Hobgoblin Warlord,1,8,0
Bodak,Invisible Stalker,2,7,0
Bodak,Mammoth,1,8,0
Bodak,Kuo-toa Archpriest,1,8,0
Bone Naga (Spirit),Veteran,0,9,0
Bodak,Mouth of Grolantor,4,5,0
Bodak,Medusa,0,9,0
Bone Naga (Spirit),Vampiric Mist,9,0,0
Bone Naga (Spirit),Werewolf,7,2,0
Bone Naga (Spirit),Water Weird,9,0,0
Bone Naga (Spirit),Wight,1,8,0
Bone Naga (Spirit),Winter Wolf,8,1,0
Bone Naga (Spirit),Yeti,2,7,0
Bone Naga (Spirit),Yuan-ti Malison (Type 2),7,2,0
Bone Naga (Spirit),Black Pudding,9,0,0
Bone Naga (Spirit),Yuan-ti Malison (Type 1),9,0,0
Bodak,Wraith,9,0,0
Bone Naga (Spirit),Yuan-ti Malison (Type 3),9,0,0
Bone Naga (Spirit),Chuul,0,9,0
Bone Naga (Spirit),Clockwork Stone Defender,0,9,0
Bone Naga (Spirit),Trapper,9,0,0
Bone Naga (Spirit),Barghest,1,8,0
Bone Naga (Spirit),Clockwork Iron Cobra,0,9,0
Bone Naga (Spirit),Dybbuk,0,9,0
Bone Naga (Spirit),Deathlock,3,6,0
Bone Naga (Spirit),Couatl,0,9,0
Bone Naga (Spirit),Girallon,1,8,0
Bone Naga (Spirit),Flameskull,0,9,0
Bone Naga (Spirit),Ghost,0,9,0
Bone Naga (Spirit),Helmed Horror,0,9,0
Bone Naga (Spirit),Gnoll Fang of Yeenoghu,0,9,0
Bone Naga (Spirit),Ettin,0,9,0
Bone Naga (Spirit),Hobgoblin Devastator,1,8,0
Bone Naga (Spirit),Elephant,0,9,0
Boneclaw,Drow Shadowblade,7,2,0
Boneclaw,Gynosphinx,0,9,0
Bone Naga (Spirit),Bone Naga (Guardian),7,2,0
Boneclaw,Hungry Sorrowsworn,4,5,0
Bone Naga (Spirit),Lamia,1,8,0
Boneclaw,Marid,0,9,0
Boneclaw,Morkoth,7,2,0
Boneclaw,Remorhaz,2,7,0
Boneclaw,Spirit Troll,2,7,0
Boneclaw,Shadar-kai Soul Monger,3,6,0
Boneclaw,Archdruid,9,0,0
Boneclaw,Yagnoloth,8,1,0
Boneclaw,Roc,5,4,0
Boneclaw,Efreeti,5,4,0
Bone Naga (Spirit),Incubus,1,8,0
Boneclaw,Eidolon,9,0,0
Boneclaw,Duergar Despot,7,2,0
Boneclaw,Githyanki Kith'rak,0,9,0
Boneclaw,Ki-rin,1,8,0
Boneclaw,Frost Giant Everlasting One,4,5,0
Boneclaw,Gray Render,5,4,0
Boneclaw,Warlord,7,2,0
Boneclaw,Djinni,5,4,0
Boneclaw,Oinoloth,9,0,0
Boneclaw,Adult Brass Dragon,2,7,0
Boneclaw,Angry Sorrowsworn,3,6,0
Boneclaw,Beholder,1,8,0
Boneclaw,Devourer,6,3,0
Boneclaw,Yuan-ti Anathema,9,0,0
Bulezau,Spined Devil,6,3,0
Bulezau,Shadow Mastiff,5,4,0
Boneclaw,Dire Troll,0,9,0
Bulezau,Silver Dragon Wyrmling,3,6,0
Bulezau,Swarm of Poisonous Snakes,6,3,0
Bulezau,Wererat,9,0,0
Bulezau,White Dragon Wyrmling,5,4,0
Bulezau,Vegepygmy Chief,0,9,0
Bulezau,Yuan-ti Broodguard,4,5,0
Bulezau,Tortle Druid,4,5,0
Bulezau,Will-o'-Wisp,7,2,0
Bulezau,Ankylosaurus,0,9,0
Bulezau,Archer,2,7,0
Bulezau,Bearded Devil,1,8,0
Bulezau,Bugbear Chief,4,5,0
Bulezau,Cave Fisher,0,9,0
Bulezau,Blue Dragon Wyrmling,4,5,0
Bulezau,Deep Scion,0,9,0
Bulezau,Deathlock Wight,4,5,0
Bulezau,Dolphin Delighter,8,1,0
Bulezau,Choldrith,4,5,0
Bulezau,Derro Savant,9,0,0
Bulezau,Displacer Beast,1,8,0
Bulezau,Doppelganger,8,1,0
Bulezau,Duergar Screamer,4,5,0
Bulezau,Giant Scorpion,1,8,0
Bulezau,Flail Snail,0,9,0
Bulezau,Githyanki Warrior,0,9,0
Bulezau,Giff,1,8,0
Bulezau,Gold Dragon Wyrmling,2,7,0
Cadaver Collector,Beholder,4,5,0
Bulezau,Grell,5,4,0
Boneclaw,Erinyes,0,9,0
Cadaver Collector,Devourer,9,0,0
Cadaver Collector,Dire Troll,7,2,0
Cadaver Collector,Drow Arachnomancer,9,0,0
Cadaver Collector,Narzugon,4,5,0
Cadaver Collector,Nalfeshnee,4,5,0
Cadaver Collector,Rakshasa,9,0,0
Boneclaw,Horned Devil,2,7,0
Cadaver Collector,Neothelid,7,2,0
Bulezau,Green Hag,8,1,0
Cadaver Collector,Ultroloth,9,0,0
Cadaver Collector,Star Spawn Seer,5,4,0
Cadaver Collector,Adult Black Dragon,4,5,0
Cadaver Collector,Adult Copper Dragon,7,2,0
Cadaver Collector,Death Tyrant,0,9,0
Cadaver Collector,Storm Giant,7,2,0
Cadaver Collector,Wastrilith,9,0,0
Cadaver Collector,Young Red Shadow Dragon,8,1,0
Cadaver Collector,Drow Inquisitor,9,0,0
Cadaver Collector,Fire Giant Dreadnought,4,5,0
Cadaver Collector,Githyanki Supreme Commander,2,7,0
Cadaver Collector,Ice Devil,5,4,0
Cadaver Collector,Adult Bronze Dragon,2,7,0
Cadaver Collector,Elder Brain,0,9,0
Cadaver Collector,Green Abishai,9,0,0
Cadaver Collector,Nabassu,7,2,0
Cadaver Collector,Purple Worm,5,4,0
Cadaver Collector,Vampire,4,5,0
Cadaver Collector,Skull Lord,8,1,0
Cadaver Collector,Mummy Lord,6,3,0
Cambion,Wereboar,9,0,0
Cadaver Collector,Vampire Warrior,3,6,0
Cambion,Warlock of the Archfey,9,0,0
Cambion,Weretiger,9,0,0
Cadaver Collector,Vampire Spellcaster,3,6,0
Cambion,Yeth Hound,8,1,0
Cambion,Barbed Devil,0,9,0
Cambion,Beholder Zombie,0,9,0
Cadaver Collector,Retriever,3,6,0
Cambion,Succubus,8,1,0
Cambion,Banderhobb,9,0,0
Cambion,Drow Elite Warrior,9,0,0
Cambion,Catoblepas,9,0,0
Cambion,Enchanter Wizard,2,7,0
Cambion,Clockwork Oaken Bolter,8,1,0
Cambion,Bulette,9,0,0
Cambion,Fire Elemental,0,9,0
Cambion,Barlgura,9,0,0
Cambion,Flesh Golem,9,0,0
Cambion,Giant Shark,9,0,0
Cambion,Earth Elemental,9,0,0
Cambion,Gladiator,9,0,0
Cambion,Giant Crocodile,9,0,0
Cambion,Kraken Priest,2,7,0
Cambion,Brontosaurus,9,0,0
Catoblepas,Warlock of the Archfey,6,3,0
Cambion,Hill Giant,3,6,0
Cambion,Half-Red Dragon Veteran,8,1,0
Cambion,Master Thief,8,1,0
Catoblepas,Wereboar,9,0,0
Catoblepas,Yuan-ti Mind Whisperer,3,6,0
Catoblepas,Yeth Hound,7,2,0
Catoblepas,Weretiger,9,0,0
Catoblepas,Yuan-ti Nightmare Speaker,3,6,0
Cambion,Gorgon,3,6,0
Cambion,Yuan-ti Mind Whisperer,8,1,0
Catoblepas,Banderhobb,8,1,0
Catoblepas,Barbed Devil,2,7,0
Catoblepas,Barlgura,5,4,0
Catoblepas,Beholder Zombie,6,3,0
Cambion,Kruthik Hive Lord,9,0,0
Catoblepas,Enchanter Wizard,7,2,0
Catoblepas,Drow Elite Warrior,2,7,0
Catoblepas,Clockwork Oaken Bolter,1,8,0
Catoblepas,Brontosaurus,6,3,0
Catoblepas,Bulette,5,4,0
Catoblepas,Earth Elemental,0,9,0
Catoblepas,Fire Elemental,4,5,0
Catoblepas,Gladiator,3,6,0
Catoblepas,Giant Crocodile,7,2,0
Catoblepas,Giant Shark,9,0,0
Catoblepas,Flesh Golem,7,2,0
Catoblepas,Half-Red Dragon Veteran,5,4,0
Cave Fisher,Silver Dragon Wyrmling,6,3,0
Catoblepas,Kraken Priest,3,6,0
Catoblepas,Master Thief,4,5,0
Cave Fisher,Spined Devil,7,2,0
Catoblepas,Hill Giant,7,2,0
Cave Fisher,Swarm of Poisonous Snakes,1,8,0
Catoblepas,Kruthik Hive Lord,3,6,0
Cave Fisher,Wererat,9,0,0
Cave Fisher,Vegepygmy Chief,3,6,0
Cave Fisher,Will-o'-Wisp,5,4,0
Cave Fisher,White Dragon Wyrmling,9,0,0
Cave Fisher,Yuan-ti Broodguard,7,2,0
Cave Fisher,Tortle Druid,4,5,0
Cave Fisher,Ankylosaurus,2,7,0
Catoblepas,Mezzoloth,4,5,0
Cave Fisher,Archer,3,6,0
